textID,text,sentiment
d21ab5855b,"['ahhh', 'slept', 'game', 'gon', 'na', 'try', 'best', 'watch', 'tomorrow', 'though', 'hope', 'play', 'army']",neutral
4f5267ad70,"['thats', 'end', 'tear', 'fear', 'vs', 'eric', 'prydz', 'dj', 'hero', 'bit', 'ly', '2hpbg4']",neutral
2724775d6b,"['born', 'raise', 'nyc', 'living', 'texas', 'past', 'year', 'still', 'miss', 'ny']",negative
1cbc812ece,"['case', 'wonder', 'really', 'busy', 'today', 'ing', 'add', 'ton', 'new', 'blog', 'update', 'stay', 'tune']",neutral
4b61dffbeb,"['soooooo', 'sleeeeepy', 'last', 'day', 'school', 'today', 'sniffle']",negative
2863f435bd,"['little', 'happy', 'wine', 'jeje', 'ok', 'ism', 'free', 'time', 'care', 'jaja', 'love', 'day']",positive
d93afa85cf,"['car', 'not', 'happy', 'big', 'big', 'dent', 'boot', 'hop', 'theyre', 'not', 'go', 'write', 'cross', 'finger', 'wait']",neutral
fab6b7d16c,"['im', 'avid', 'fan', 'magazine', 'love', 'magazine']",positive
2e7082d1c8,['mayday'],neutral
684081e4e7,"['ratt', 'rock', 'nashville', 'tonite', 'thing', 'suck', 'no', 'encore', 'like', '80s', 'still', 'fun', 'show', 'pearcy', 'hott', 'bad', 'boy', 'look']",neutral
c77717b103,"['love', 'available', '5pm', 'dear', 'would', 'love', 'help', 'convert', 'vids']",positive
a9d499e123,"['girl', 'hair', 'salon', 'ask', 'shall', 'trim', 'eyebrow', 'old', 'feel']",neutral
ddf296dffa,"['egh', 'blah', 'boooooooooooo', 'dunno', 'wan', 'na', 'go', 'work', 'hangover', 'suckkkkkk', 'im', 'drunk', 'mess']",negative
c3924dc9e4,"['visit', 'friendster', 'facebook']",neutral
3d9d4b0b55,"['donbt', 'like', 'peel', 'prawn', 'dont', 'like', 'go', 'shop', 'run', 'money', 'crawl', 'round', 'car', 'look']",negative
3fcea4debc,"['case', 'get', 'new', 'last', 'week', 'not', 'thrill', 'mine']",negative
a3ae670885,"['check', 'twittersucks', 'connect', 'tweeple', 'hate', 'twitter']",neutral
15d5f3a41b,"['bored', 'school', 'third', 'freelesson', 'freistunde']",neutral
3c4a21b2cb,"['hm', 'us', 'guess']",neutral
11084dac09,"['dissappointed', 'past', 'day']",negative
d8ba2a99a9,"['romance', 'zero', 'funny']",positive
e77fd45003,"['would', 'rather', 'early', 'run', 'morning', 'runner']",neutral
b159318d76,"['bah', 'coworker', 'run', 'work', 'late', 'bag', 'smack', 'knee', 'really', 'hurt']",negative
6086b1f016,"['back', 'later', 'plurk', 'rp3k7']",neutral
703afdc44b,"['aw', 'torn', 'ace', 'heart', 'hunchback']",negative
90f3d2b572,"['fun', 'speaking']",neutral
52483f7da8,"['lose', 'friend', 'alone', 'sleepy', 'wan', 'na', 'go', 'home']",negative
a4b0888da6,"['haha', 'yes']",neutral
2a9765b7f9,"['give', 'easily']",negative
90a2cdb657,"['well', 'way', 'spoil', 'mum', 'let', 'kick', 'back', 'relax', 'nice', 'meal', 'bottle', 'favorite', 'wine', 'wine', 'red']",positive
98f25bc596,"['mannnn', 'get', 'iphone', 'im', 'jealous', 'bit', 'ly', 'ngnar']",negative
23e1f7dca4,['photoshoot'],neutral
95e12b1cb1,"['awesome', 'work', 'good', 'friend']",positive
c34feef039,"['yay', 'play', 'show', 'tonight', 'boo', 'gon', 'na', 'soggy', 'work', 'right', 'play']",neutral
fa2654e730,['chilliin'],positive
187494c25b,"['know', 'agent', 'let', 'know']",neutral
4213627c3c,"['still', 'smell', 'smoke', 'kitchenfire']",neutral
a4e00d4d26,"['celtic', 'lakers', 'rematch', 'sound', 'well', 'not', 'think', 'lol']",positive
04e2e334de,"['anyone', 'extra', 'keane', 'ticket', 'promise', 'buy', 'drink', 'take', 'rad', 'pic', 'fb', 'blog', 'flickr', 'etc']",neutral
0c4aa867d0,"['ride', 'catch', 'not', 'summer', 'til', 'pop', 'open']",neutral
a6c61eac26,"['good', 'gor', 'juz', 'yea', 'kno', 'ask', 'yesterday', 'tha', 'hospital', 'talk', 'say', 'no']",neutral
94bd67443c,"['ok', 'pop', 'say', 'hi', 'check', 'thing', 'probably', 'head', 'guttah', 'later', 'tonight']",neutral
35f393a245,"['wow', 'really', 'missin', 'fam', 'ily', 'today', 'baddd']",negative
b2c9f115b1,"['source', 'say', 'no']",neutral
0a61cbf4b5,"['sooo', 'tire']",negative
ee9ec7a5a4,"['hey', 'change', 'twitter', 'account', 'not', 'even', 'tell']",neutral
bbbc46889b,"['thank', 'yyyyyyyyyoooooooooouuuuu']",positive
58d382e07a,"['lucky', 'kid', 'wan', 'na', 'see', 'loserville', 'pity', 'im', 'oz']",positive
cb4d439ebc,"['fell', 'asleep', 'wait', 'ride']",neutral
64ed512788,"['sick', 'flu', 'like', 'thing']",negative
4cd390c007,"['still', 'no', 'reply', 'simfinger', 'problem', 'no', 'irape', 'parody', 'video', 'get', 'response', 'sorry', 'guy']",negative
3d2fcd78c8,"['happy', 'star', 'war', 'day', 'everyone', 'enjoy', 'holiday', 'uk']",positive
0c0563423e,"['mile', 'essex', 'give', 'plenty', 'warn', 'arrive', 'time', 'get', 'least', 'free', 'beer']",neutral
cd0d522bb1,"['snore', 'annoy', 'keep', 'sleep', 'like', 'right', 'lol', 'honestly', 'wud', 'miss', 'eva', 'leave', 'love']",neutral
bffa3ddd61,"['miss', 'bby', 'wish', 'go', 'tomorrow', 'make', 'good']",negative
9339ee8e0b,"['well', 'im', 'work', 'not', 'quite', 'ready', 'post', 'publicly', 'still', 'beta', 'test', 'cool', 'new', 'script', 'cod']",positive
a76f9cf8ce,"['sweeeeet', 'san', 'fran', 'awesome', 'love']",positive
4ce121e2ad,"['_mounce', 'yes', 'last', 'way', 'past', 'bedtime']",neutral
a3de81e1ba,"['hi', 'join', 'twitter']",neutral
55bacda5eb,"['wait', 'sleep', 'pill', 'kick', 'gon', 'na', 'tired', 'work', 'tomorrow']",negative
b63ed6da62,"['eat', 'ice', 'cream', 'get', 'ready', 'graduation']",neutral
4c41a35a2a,"['happy', 'mother', 'day', 'mum']",positive
61a8e11e8a,"['caseys', 'go', 'piddled', 'little', 'carpet', 'prolly', 'freak', 'cecause', 'new', 'get', 'back']",negative
447dc22c81,"['hemp', 'cloth', 'marvelous', 'unfortunately', 'no']",negative
3408db03a3,"['gon', 'na', 'read', 'story', 'bout', 'adam', 'lambert', 'online', 'bed', 'nighty', 'night']",neutral
92e1b6846e,"['saw', 'none', '3d', 'baddie', 'best']",positive
2207d982bc,"['4am', 'im', 'beach', 'pretty']",positive
15e01e1749,"['certainly', 'not', 'cheer', 'huh']",neutral
ebcdf07ac5,"['week', 'post', 'horrible', 'traumatic', 'jumping', 'cholla', 'accident', 'cholla', 'next', 'dirty', 'trick', 'piece', 'start', 'emerge', 'hand', 'ouch']",negative
fd9fb4f1ad,"['realy', 'want', 'go', 'cecause', 'nice', 'everybodys', 'busy']",negative
6b018d3d2d,"['awesome', 'ocean', 'beach', 'know', 'way', 'yourbiggestfan', 're', 'al', 'big', 'fan', 'r']",positive
327a009a7d,"['least', 'get', 'watch', 'time', 'let', 'us', 'go', 'pen']",neutral
d0d3c6f298,"['cool', 'wear', 'black', 'time', 'go']",neutral
40649553ef,"['haha', 'not', 'know', 'work', 'blip', 'apart', 'obvious', 'thanks', 'reblipping', 'song', 'nice', 'day']",positive
561b44a42f,"['safe', 'trip', 'joshy', 'poo', 'knock', 'dead', 'speech']",positive
a05aea73d7,"['woof', 'wish', 'allow', 'go']",positive
9c4817f73b,"['friendster', 'add', 'email', 'adress', 'add', 'loco_crime_1st', 'add', 'leave', 'ment']",neutral
f0c1601d8b,['ticket'],neutral
d421fbd332,"['thank', 'afrin', 'nasal', 'spray', 'get', 'giant', 'teacup', 'tonight']",positive
99b7ec4b0b,"['acsm', 'unfathomable', 'think', 'keep', 'fort', 'bedroom', 'yes']",neutral
a655fbb5eb,"['aww', 'love', 'daddy', 'work', 'day', 'week', 'almost', 'day', 'still', 'try', 'go', 'sf', 'us']",positive
43e9a93104,"['many', 'test', 'todayyy', 'not', 'feel', 'confident', 'anyy']",negative
401869d615,"['graduation', 'do', 'im', 'little', 'sad', 'anyone', 'want', 'hang']",negative
9843c4688e,"['hahaa', 'awesomee']",positive
87fbf14655,"['holy', 'smoke', 'star', 'trek', 'freaking', 'awesomeeeee']",positive
22d1806fa0,"['hate', 'fallout', 'keep', 'make', 'jump', 'low', 'health', 'money', 'ammo', 'food', 'not', 'worry', 'get']",neutral
9d2cffd953,"['itunes', 'lose', 'song']",neutral
f78761f7ec,"['gloomy', 'weather', 'sun', 'must', 'tire', 'play', 'head', 'victoria', 'garden', 'impulse', 'buy', 'haha']",neutral
66057d58c2,"['not', 'look', 'forward', 'next', 'week', 'math', 'geography', 'english', 'french', 'exam', 'total', 'hour']",negative
af90ad5989,"['poor', 'get', 'outside', 'sleep', 'garden', 'sun', 'good', 'not', 'forget', 'suncream']",negative
f0460d611d,"['not', 'well']",negative
6649f3558c,"['not', 'prob', 'hun']",positive
24532ab83c,"['dad', 'watch', 'mtv', 'go', 'sims2', 'minutee']",neutral
8e1583cb08,['absolutely'],neutral
4ea61dbc7a,"['matter', 'chickadee']",neutral
94f67cfa6d,"['hey', 'mia', 'totally', 'adore', 'music', 'cd']",positive
29dfaf5e3b,"['shop', 'clean', 'bmfing', 'webcam', 'chat', 'nephew', 'nothing', 'spesh', 'good', 'bank', 'holiday', 'monday', 'nonetheless']",positive
974b35f889,"['need', 'ask', 'something', 'lmao', 'love']",positive
b495300bbf,"['splinter', 'look', 'painful', 'heroic', 'save', 'mr', 'pickle']",negative
504539e6ec,['sad'],negative
6903cb08f2,"['nice', 'see', 'tweet', 'sunday', '10th', 'may', 'celebrate', 'mother', 'day', 'today', 'nice', 'yer', 'mom']",positive
1996048e7a,"['decide', 'trans', 'frm', 'relaxed', 'natural', 'hair', 'wish', 'whole', 'head', 'look', 'like', 'root', 'age', 'instant', 'gratification']",positive
c6d0c7676c,"['namaskar', 'namaste', 'marathi', 'people', 'say', 'namaskar', 'marathi', 'word', 'naaaah']",neutral
ef74bab7f3,"['congrats', 'cuss', 'like', 'matter', 'minute', 'not', 'know', 'reward']",neutral
f3cf8ec01b,"['humous', 'doritos', 'oh', 'yes']",neutral
cb1b0d191d,"['miss', 'awesome', 'weather', 'bececause', 'movie']",negative
3e67a75303,"['today', 'go', 'normal', 'day', 'hope', 'group', 'pilot', 'large', 'airline', 'last', 'night', 'much', 'drink']",neutral
997a62f83f,"['kid', 'terrible', 'good', 'evans', 'would', 'call', 'childline']",negative
7e1757d4f0,"['unfortunatley', 'aerlingus', 'no', 'longer', 'fly', 'copenhagen', 'fly', 'ryanair', 'billund', 'drive', 'copenhagen', 'day']",negative
254546cd2c,"['sad', 'actually', 'google', 'term', 'suck', 'tho']",negative
7e4ed52c4a,"['hate', 'fighting']",negative
5069ae7a15,"['watch', 'didnt', 'want', 'win', 'put', 'good', 'fight', 'lol']",neutral
48cdcd5f28,"['car', 'warm', 'sprite', 'taste', 'like', 'sore', 'throat']",negative
1b1b02af59,"['come', '11th', 'cross', 'country', 'beat', 'dumbo']",neutral
ae71041e21,"['candle', 'wax', 'enjoyable']",positive
11c10e3fc5,"['unassuming', 'unpretentious', 'suppose', 'endear', 'bececause', 'relate']",positive
19526ac03e,"['tomorrow', 'valerias', 'lunch', 'go', 'get', 'hair', 'do', 'im', 'arraving', 'late', 'get', 'cousin', 'babtizm', 'whatever', 'spell']",neutral
960bbdc0c3,"['goooooddd', 'morning', 'tweet', 'week', 'three', 'workout', 'mention', 'get', 'new', 'glass', 'yesterday']",positive
fd285fe74a,"['hate', 'puter', 'much']",negative
a5a1c996c0,"['fine', 'go', 'big', 'walk', 'today', 'mile']",positive
20ec7c7c32,"['want', 'red', 'cruiser', 'not', 'like', 'one', 'lmfao']",negative
b948984e8d,"['mmmmmmmm', 'morning']",neutral
6824c44c21,['neither'],neutral
02d140362f,"['hour', 'work', 'sunday', 'boo', 'find', 'time', 'two', 'hour', 'lunchbreak', 'though', 'yeah']",neutral
5f93cc70ff,"['bugger', 'forget', 'still', 'wash', 'machine']",negative
4e6a5c0034,"['_laurie', 'send', 'love', 'blessing', 'heal', 'thought', 'family', 'peace']",positive
e4e9b8713a,"['back', 'hurt', 'really', 'bad']",negative
08975f62a8,"['ah', 'yes', 'know', 'feel']",neutral
4a1ce7dc3b,"['night', 'cooker', 'dad']",neutral
328a0e76bd,"['modem', 'offline', 'week', 'god', 'bless', '3g', 'network', 'tim', 'leave', 'may', 'schedule', 'brutal']",negative
abbd0db2a5,"['nope', 'coquitlam']",neutral
940eb93dd5,"['parent', 'teacher', 'thing', 'yesterday', 'bore', 'go', 'skl', 'saturday', 'lol']",negative
c78bf59e67,"['lichfield', 'tweetup', 'sound', 'like', 'fun', 'hope', 'see', 'everyone', 'else']",positive
e73425ffdc,"['big', 'booming', 'thunder', 'storm', 'almost', 'maybe', 'go', 'home', 'early', 'ah', 'probably', 'not']",neutral
e56eeb4968,"['bevvies', '2day', 'twn', 'great', 'day']",positive
7162d447ab,"['first', 'night', 'myers', 'not', 'lydia', 'actually', 'excite', 'summer']",positive
f3d95b57b1,"['good', 'morning']",positive
5e4eac2b2e,"['best', 'show', 'ever']",positive
bc02870b7d,"['url', 'previous', 'post', 'timer', 'job', 'bit', 'ly', 'a4fdb', 'would', 'remove', 'space', 'mess', 'url', 'e']",negative
80e45e833f,"['think', 'iv', 'hurt', 'tooth', 'eilish', 'cassie', 'draw', 'petiton', 'draw', 'cooky', 'pineapples', 'haha']",neutral
f29df52d91,"['want', 'know', 'audition', 'mander', 'text', 'reply', 'please']",neutral
079e4e3472,"['even', 'nooooo', 'not', 'secret', 'namerebecca', 'please']",negative
557e676fe4,"['miss', 'neice', 'not', 'wait', 'see', 'bad', 'grown', 'lol']",negative
8d09044937,"['need', 'get', 'puter', 'fix']",neutral
9d3a1e0269,"['really', 'hop', 'car', 'illness', 'not', 'terminal']",negative
7ff2dbbe25,"['cool', 'people', 'want', 'find', 'follow', 'today', 'english', 'guess', 'english', 'not', 'tweet']",neutral
5a254fbb98,"['no', 'sir', 'woulda', 'put', 'honey', 'not']",neutral
417176c08e,"['watch', 'men', 'origins', 'wolverine', 'totally', 'love', 'haha']",positive
2bf5c7dba7,"['vote', 'personal', 'myspace', 'keep', 'talk', 'fake', 'help', 'thru', 'hrdest', 'time', 'life']",positive
8407ac30b0,"['sad', 'miss', 'guy', 'last', 'night']",negative
6ed347b1a5,"['finally', 'get', 'call', 'marriage', 'counseling', 'day', 'late']",neutral
97625460cf,['ok'],neutral
32e4ffe225,"['_420', 'baby']",neutral
24ee55f264,"['today', 'last', 'day', 'high', 'school', 'end', 'go', 'home', 'sick', 'stupid', 'dead', 'rat']",negative
82b75647fd,"['impromptu', 'pool', 'party', 'except', 'not', 'know', 'swim', 'not', 'get']",neutral
a0a306868a,"['lose', 'tooth', '2day', 'whilst', 'eat', 'gum', 'oww']",negative
9b11b686ec,"['happy', 'year']",positive
7e7bc11e45,"['oh', 'hella', 'forget', 'say', 'official', 'good', 'morning', 'like', 'hear', 'go', 'goooooooooooood', 'morrrrrrrrning', 'twitterville', 'lol']",positive
28dbada620,"['phew', 'make', 'note', 'case', 'anyone', 'else', 'run', 'issue']",neutral
3e880ec28d,"['vote', 'every', 'day']",negative
38271074d1,"['starve', 'diet', 'kill', 'not', 'eat', '8pm']",negative
ef12a3d183,['talk'],neutral
f0db54f5bf,"['im', 'soo', 'bore', 'im', 'deffo', 'miss', 'music', 'channel']",negative
e651d415c6,"['nite', 'nite', 'bday', 'girl', 'fun', 'concert']",positive
931a866d3f,"['nicotine', 'replacement', 'patch', 'hour', 'far', 'good', 'sleep', 'hour', 'get', 'bit', 'twitchy']",neutral
7a718b23ef,"['_sanderson', 'twatter', 'lately', 'either', 'not', 'get', 'reply', 'not', 'turn']",neutral
a6fccce9db,"['sleep', 'lose', 'voice', 'couple', 'day', 'ago']",negative
c017d0c221,"['twitpic', '66xlm', 'hate', 'park', 'car', 'get', 'hit']",negative
287755c5dd,"['heard', 'fall', 'wait']",neutral
58c435d2cf,"['nightmare', 'huggles']",neutral
e6ee6826df,"['creeper', 'feel', 'disappointed', 'bececause', 'cyberstalking', 'skill', 'internet', 'no', 'privacy']",negative
01b2476dd7,"['go', 'bed', 'late', 'headache']",negative
e02cf4af4c,"['happy', 'mother', 'day', 'mom']",positive
2dc0dc0d5d,"['grab', 'coffee', 'make', 'mom', 'breakfast']",neutral
1b13ed8b4b,"['im', 'think', 'im', 'go', 'fun', 'tonight', 'maybe', 'change', 'ing']",positive
b6b35af246,"['thanks', 'major', 'chop']",neutral
375e74d063,"['haha', 'know', 'cant', 'handle', 'fame', 'thank']",positive
4700be3234,"['get', 'updated', 'ipod']",neutral
e5c6a6bb5a,"['yes', 'sober', 'hahaha', 'tanghaling', 'tapat', 'dude', 'haha', 'wild', 'not', 'knowwww', 'plan', 'plan', 'go', 'us']",positive
4f84bea1cc,"['never', 'miss', 'icarly', 'son', 'huge', 'crush', 'miranda']",positive
4c73ad2888,"['saw', 'james', 'carville', 'store', 'today', 'head', 'really', 'bald']",neutral
2dcd8766a8,"['yellow', 'blip', 'fm', '5z05g']",neutral
234093bef1,"['mean', 'go', 'back', 'vancouver', 'way', 'hahah']",neutral
ca832cad51,"['feel', 'smooth', 'like', 'chrome']",positive
a8734230b6,"['ew', 'traffic']",negative
0b5c2a7d7c,"['download', 'song', 'try', 'sneak', 'lil', 'homework', 'main', 'priority', 'not', 'song', 'lol']",neutral
e70d294d95,"['not', 'alone', 'need', 'coffee']",neutral
f84b89a828,"['sound', 'like']",neutral
ee37bea884,"['bad', 'day', 'day', 'realize', 'mess', 'put', 'happy', 'day', 'life']",neutral
242d92151a,"['walk', 'class', 'hate', 'not', 'bike', 'especially', 'mine']",negative
f3a77c2b5e,['_nesmith'],neutral
1d6411e9dd,"['failed', 'inspection', 'know', 'pas', 'wo', 'oven', 'not', 'wo', 'anti', 'tip', 'bracket', 'sell', 'oven', 'bad', 'tax']",negative
151c10cc39,"['jonas', 'brother', 'live', 'party', 'rock', 'hard', 'love', 'song']",positive
7b1927e748,"['happy', 'mother', 'day', 'mother', 'world']",positive
9a6f4d05d5,"['35mins', '1hr', '20mins', 'google', 'wave', 'demo', 'look', 'lot', 'fun', 'would', 'love', 'test', 'though', 'bit', 'ly', 'wnmsc']",positive
0cb4504f2c,"['sleepy', 'tabz', 'head', 'bed', 'fun', 'night', 'listen', 'next', 'episode', 'jossd']",positive
ae21c1ac38,"['exception', 'short', 'dude', 'larenz', 'fineass', 'tate', 'yum']",neutral
8f3e73cf09,"['screw', 'review', 'think', 'wolverine', 'awesome', 'not', 'enough', 'dominic', 'monaghan', 'like']",positive
c7489a23fa,"['follow', 'us', 'recently', 'please', 'dont', 'offend', 'not', 'follow', 'back', 'hit', 'limit', 'hopefully', 'free', 'soon']",positive
148ac38bea,"['yes', 'work']",neutral
641555ac70,"['hmmm', 'maybe', 'mean', 'eluded', 'something', 'brand', 'new', 'know', 'medium']",neutral
4bda359cbb,"['do', 'spa', 'meeting', 'vic', 'late', 'lunch']",neutral
ed084a1fa7,"['happy', 'monday', 'go', 'tavares', 'today', 'hope', 'everyone', 'bless', 'day']",positive
1af124bc1c,"['always', 'want', 'go', 'oz']",neutral
e98226e842,['thx'],neutral
85ec413e54,"['twitpic', '4jaz5', 'cool', 'luv']",positive
7df7221145,"['need', 'represent', 'blackberry']",positive
0ab8f9c4bc,"['okay', 'dedicate', '300th', 'tweet', 'fact', 'go', 'apple', 'store', 'bececause', 'huge', 'crack', 'glass', 'screen']",neutral
06cad97de6,"['could', 'ever', 'actually', 'allow', 'stay']",neutral
37f6bd5ac5,"['let', 'know', 'turn']",neutral
9bef0d7135,"['sas', 'detect', 'long', 'not', 'back', 'sas', 'haha']",neutral
7436ec1a2c,"['yeah', 'think', 'ahaha']",positive
cf10e9309a,"['sport', 'bar', 'shatranjanpoli', 'rest', 'ph', 'sport', 'bar', 'andheri', 'dont', 'know', 'whether', 'help', 'google', 'ki', 'jai', 'ho']",neutral
ce69e99e71,"['not', 'sleep', 'accepts', 'appology']",negative
6402e14398,"['wolverine', 'bos', 'seriously']",negative
914c40995f,"['live', 'pain', 'bring']",neutral
258f37341e,"['okay', 'back', 'later']",neutral
77ba0fee75,"['powerblog', 'powerblog', 'challenge', 'keep', 'talk', 'newbie', 'follower']",neutral
96a4ce0d47,"['almost', 'died', 'laptop', 'screen', 'set', 'brightness', 'reinstall', 'window', 'vista', 'get', 'headache', 'insanedefaults']",positive
5bcc50c275,"['wait', 'tish', 'get', 'get', 'drive', 'mom', 'crv', 'pick', 'duckie', 'first', 'time']",neutral
c5645758be,"['try', 'decide', 'movie', 'friends', 'not', 'go', 'well', 'lol', 'no', 'bible', 'study', '2nite', 'mean', 'day', 'cake', 'buy']",negative
7e3c091fc2,"['go', 'shower', 'bececause', 'not', 'want', 'smell', 'school', 'tomorrow']",neutral
869bb56451,"['sigh', 'know']",neutral
09ad12cc5c,"['discover', 'cecause', 'bug', 'new', 'netplayer', 'build', 'publishing', 'bug', 'fix', 'hopefully', 'new', 'beta', 'tomorrow']",positive
251aa82551,"['free', 'twitter', 'tool', 'get', 'follower', 'short', '511q', 'jijr', 'hulz', 'short', '511r', '2ve', 'org', 'xpg0']",neutral
8e0a0ffbe1,"['get', 'home', 'work', 'chug', 'big', 'bottle', 'apple', 'juice']",neutral
799f65f193,"['yes', 'please', 'dont', 'go', 'die', 'cry', 'normally', 'lead', 'small', 'animal', 'get', 'harm']",negative
d06582e26d,"['write', 'report', 'card', 'soooo', 'tire', 'amazing', 'day', 'check', 'fb', 'soon']",positive
dbe1d16b29,"['big', 'brother', 'do']",neutral
7809dd704a,"['good', 'news', 'finally', 'finish', 'easactive', 'workout', 'pause', 'hour', 'bad', 'news', 'resistance', 'band', 'torn']",neutral
97334eb7c0,"['well', 'good', 'morning', 'wonderful', 'day', 'neighborhood', 'thanks', 'follow', 'another', 'morning']",positive
e1546f901a,"['ftsk', 'mercy', 'mercedes', 'amaze', 'tonight', 'always']",positive
2ece7f3810,"['hope', 'ok']",positive
ba309a37d1,"['not', 'school', 'do', 'already', 'hurt', 'much', 'seeing', 'every', 'day']",positive
84ca20505a,"['waited', 'listen', 'wind', 'blow', 'tumbleweed', 'none', 'old', 'enough', 'know', 'someone', 'say', 'crackerack']",neutral
de8c4c410d,"['hell', 'yeah']",neutral
e33d5ceea2,"['shirt', 'dinner', 'need', 'ask', 'actually', 'ville']",neutral
394881b7d0,['know'],neutral
52d8be9124,"['huh', 'smelly', 'noooo', 'love', 'alex', 'vixon']",neutral
dabe649ee3,"['go', 'party', 'last', 'night', 'dindin', 'show', 'matching', 'outfit', 'great', 'mind', 'think', 'alike', 'anyway', 'happy', 'birthday', 'ate', 'lara']",positive
2a5bb8d827,"['happy', 'day', 'wake', 'side', 'earth', 'wish', 'bit', 'late']",positive
dbbbbe6059,"['thank', 'teach', 'value', 'well', 'person', 'day', 'love', 'much', 'best', 'mum', 'world']",positive
894e188d01,"['happy', 'mother', 'day']",positive
a91ca2ffae,"['laugh', 'glad', 'self', 'confidence', 'wonderful', 'trait', 'applaud', 'extra', 'loud', 'okay']",positive
89d5b3f0b5,['thanks'],positive
fe0abe1754,"['twitter', 'day']",neutral
1b6380b1b3,"['get', 'ready', 'week', 'nice', 'today', 'stick', 'inside', 'work']",positive
02c004bc2d,"['tres', 'depress']",negative
b4d5f1e13e,"['felt', 'like', 'behave', 'like', 'son', 'ate', 'pensate', 'pig', 'home', 'roast', 'sugar', 'almond', 'painful', 'tum', 'throw', 'still', 'feel', 'sick']",negative
80481307d5,"['happy', 'mother', 'day', 'people', 'love', 'mom', 'lot', 'still']",positive
05a0e60f99,"['sorry', 'hear']",negative
e3cc598980,"['awesome', 'dude', 'yay', 'surprise', 'celebrity', 'get', 'meet', 'year', 'ago', 'soooo', 'friendly']",positive
a2cf6cc397,"['make', 'happy', 'hear', 'girl', 'talk', 'tweet', 'nba', 'could', 'give', 'nugget', 'love']",positive
53e78f3f89,"['get', 'hang', 'twitter']",neutral
ba83f744d8,"['know', 'neck', 'jacked', 'force', 'pay', 'park', 'bc', 'not', 'turn', 'head', 'parallel', 'park', 'free', 'space']",negative
2dd0cddb70,"['want', 'back', 'bit', 'ly', 'pp1wz']",neutral
e3a1b65ef3,"['go', 'miss', 'roomie', 'no', 'long', 'roomy', 'start', 'tomorrow']",negative
7ae37ef593,"['bath', 'two', 'little', 'angel', 'keyla', 'janice']",neutral
