textID,text,sentiment
c77717b103,love available dear would love help convert woulds ï¿½,positive
a9d499e123,girl hair salon asked shall tri eyebrows old feel,neutral
ddf296dffa,egh blah boo dunno wannago work hangovers suckk drunk mess,negative
c3924dc9e4,visiting friendster facebook,neutral
3d9d4b0b55,donbt like peel prawns not like going shopping running money crawling round car looking,negative
3fcea4debc,case got new last week not thri willed mine,negative
a3ae670885,check //twittersucks connect tweeple hate twitter,neutral
15d5f3a41b,bored school third freelesson freistunde,neutral
3c4a21b2cb,guess,neutral
11084dac09,dissappointed past days,negative
d8ba2a99a9,romance zero funny,positive
e77fd45003,would rather early run morning runner,neutral
b159318d76,bah coworker ran work late bag smacked knee really hurts,negative
6086b1f016,back later //plurk /p/rpk,neutral
703afdc44b,torn ace hearts hunchback,negative
90f3d2b572,fun speaking,neutral
52483f7da8,lost friends alone sleepy wannago home,negative
a4b0888da6,haha yes,neutral
2a9765b7f9,easily,negative
90a2cdb657,better way spoil mum let kick back relax nice meal bottle favorite wine wine red,positive
98f25bc596,mann got iphone jealous //bit ly/ngnar,negative
23e1f7dca4,photoshoot,neutral
95e12b1cb1,awesome worked good friend,positive
c34feef039,yay playing show tonight boo gon soggy work right playing,neutral
fa2654e730,chi williin,positive
187494c25b,know agent let know,neutral
4213627c3c,sti smell smoke kitchenfire,neutral
a4e00d4d26,celtics lakers rematch sounds better forget lol,positive
04e2e334de,anyone extra keane ticket promise buy drink take rad pics blog flickr etc,neutral
0c4aa867d0,woulde catch not summer til pop open,neutral
a6c61eac26,good gor juz yea kno asked yesterday tha hospital talked sai would,neutral
94bd67443c,popped say check things probably head guttah later tonight,neutral
35f393a245,wow really missin fam ily today badd,negative
b2c9f115b1,sources say,neutral
0a61cbf4b5,soo tired,negative
ee9ec7a5a4,hey change twitter account not even tell,neutral
bbbc46889b,thank yyoouu,positive
58d382e07a,lucky would wannasee loservi wille pity,positive
cb4d439ebc,fell asleep waiting woulde,neutral
64ed512788,sick flu like thing,negative
4cd390c007,sti reply amfinger problem irape parody wouldeo get response sorry guys,negative
3d2fcd78c8,happy star wars day everyone enjoy holi woulday,positive
0c0563423e,miles essex plenty warning arri ame get least free beers,neutral
cd0d522bb1,snoring annoying keeps sleeping like right lol honestly wud miss eva left love,neutral
bffa3ddd61,miss bby wish going tomorrow make good,negative
9339ee8e0b,working not quite ready post publicly sti beta testing cool new script coded,positive
a76f9cf8ce,sweet san fran awesome love,positive
4ce121e2ad,mounce yes lasts way past bedti ame,neutral
a3de81e1ba,joined twitter,neutral
55bacda5eb,waiting sleeping wills kick gon tired work tomorrow,negative
b63ed6da62,eating ice cream getting ready graduation,neutral
4c41a35a2a,happy mothers day mums,positive
61a8e11e8a,casey/s gone woulddled little carpet prolly freaked cecause new get back,negative
447dc22c81,hemp cloth marvelous unfortunately,negative
3408db03a3,gon read story bout adam lambert online bed nighty night,neutral
92e1b6846e,saw none baddie/s best,positive
2207d982bc,beach pretty,positive
15e01e1749,certainly not cheers huh,neutral
ebcdf07ac5,week post myhorrible traumatic jumping cholla acci wouldent cholla/s next dirty trick pieces starting emerge hand ouch,negative
fd9fb4f1ad,realy wanted cecause nice everybodys busy,negative
6b018d3d2d,awesome ocean beach know way yourbiggestfan big fan,positive
327a009a7d,least get watch ame let pens,neutral
d0d3c6f298,cool wear black ame,neutral
40649553ef,haha ignore work blip apart obvious thanks reblipping song nice day,positive
561b44a42f,safe trip joshy poo knock dead speech,positive
a05aea73d7,woof wish allowe would,positive
9c4817f73b,friendster add email adress add loco cri ame add leave ment,neutral
f0c1601d8b,tickets,neutral
d421fbd332,thank afrin nasal spray got giant teacup tonight,positive
99b7ec4b0b,acsm unfathomable think kept fort bedrooms yes,neutral
a655fbb5eb,aww love daddy works days week almost day sti tries,positive
43e9a93104,many tests todayy not feel confi wouldent anyy,negative
401869d615,graduation done little sad anyone want hang,negative
9843c4688e,hahaa awesomee,positive
87fbf14655,holy smokes star trek freaking awesomee,positive
22d1806fa0,hate fallout keeps making jump low health money ammo food reassure get,neutral
9d2cffd953,itunes lost songs,neutral
f78761f7ec,gloomy weather sun must tired play heading victoria gardens ampulse buys haha,neutral
66057d58c2,back forward next week maths geography english french exams totalling hours,negative
af90ad5989,poor get outsi woulde sleep garden sun good not forget suncream,negative
f0460d611d,not,negative
6649f3558c,not prob hun,positive
24532ab83c,dads watching mtv going ams minutee,neutral
8e1583cb08,absolutely,neutral
4ea61dbc7a,matter chickadee,neutral
94f67cfa6d,hey mia totally adore music,positive
29dfaf5e3b,shopping cleaning bmfing webcam chatting nephews nothing spesh good bank holi woulday monday nonetheless,positive
974b35f889,need ask something lmao love,positive
b495300bbf,splinters look painful heroic saving pickle,negative
504539e6ec,sad,negative
6903cb08f2,nice see tweeting sunday may celebrating mother/s day today nice yer mom,positive
1996048e7a,deci woulded trans frm relaxed natural hair wish whole head looked like roots age instant gratification,positive
c6d0c7676c,namaskar namaste marathi people say namaskar marathi word naah,neutral
ef74bab7f3,congrats cuss like matter minutes ignore reward,neutral
f3cf8ec01b,humous dorito/s yes,neutral
cb1b0d191d,missed awesome weather bececause movie,negative
3e67a75303,today going normal day hope group pilots large airline last night much drink,neutral
997a62f83f,ise woulds terrible good evans would call childline,negative
7e1757d4f0,unfortunatley aerlingus longer fly copenhagen fly ryanair willund dri copenhagen days,negative
254546cd2c,sad actually google term sucks tho,negative
7e4ed52c4a,hate fighting,negative
5069ae7a15,watche would not want win put good fight lol,neutral
48cdcd5f28,car warmed sprite tastes like sore throat,negative
1b1b02af59,came cross country beat dumbo,neutral
ae71041e21,candle wax enjoyable,positive
11c10e3fc5,unassuming unpretentious suppose endearing bececause relate,positive
19526ac03e,tomorrow valeria/s lunch going get hair done arraving late got cousins babtizm whatever spell,neutral
960bbdc0c3,goodd morning tweets week three workout would mention got new glasses yesterday,positive
fd285fe74a,hate puter much,negative
a5a1c996c0,fine going big walk today miles,positive
20ec7c7c32,want red cruisers not like ones lmfao,negative
b948984e8d,morning,neutral
6824c44c21,neither,neutral
02d140362f,hours work sunday boo find ame two hour lunchbreak though yeah,neutral
5f93cc70ff,bugger forgot sti washing machine,negative
4e6a5c0034,laurie sending love blessings healing thoughts family peace,positive
e4e9b8713a,back hurts really bad,negative
08975f62a8,yes know feeling,neutral
4a1ce7dc3b,night cookers dad,neutral
328a0e76bd,modem offline week god bless network left may sche wouldule brutal,negative
abbd0db2a5,nope coquitlam,neutral
940eb93dd5,pare not teacher thing yesterday boring going skl saturday lol,negative
c78bf59e67,lichfield tweetup sounds like fun hope see everyone else,positive
e73425ffdc,big booming thunder storm almost maybe home early probably not,neutral
e56eeb4968,bevvies day twn great day,positive
7162d447ab,first night myers not w/out lydia actually excited summer,positive
f3d95b57b1,good morning,positive
5e4eac2b2e,best show ever,positive
bc02870b7d,url previous post amer job //bit ly/afdb would removed space messed url ^es,negative
80e45e833f,think hurt tooth eilish cassie drawing petiton draw cookies pineapples haha,neutral
f29df52d91,want know auditions mander text reply please,neutral
079e4e3472,even noo not secret namerebecca please,negative
557e676fe4,miss neice not wait see bad grown lol,negative
8d09044937,need get puter fixed,neutral
9d3a1e0269,really hopes car/s willness intermediate,negative
7ff2dbbe25,cool people want find following today english guess english not tweet,neutral
5a254fbb98,sir woulda put honey not,neutral
417176c08e,watche would men origins wolverine totally loved haha,positive
2bf5c7dba7,voted personal myspace keep talking fakes helped thru hrdest ame life,positive
8407ac30b0,sad missed guys last night,negative
6ed347b1a5,finally got call marriage counseling days late,neutral
97625460cf,,neutral
32e4ffe225,baby,neutral
24ee55f264,today last day high school ended going home sick stupi would dead rats,negative
82b75647fd,ampromptu pool party except ignore swi not get,neutral
a0a306868a,lost tooth day whilst eating gum oww,negative
9b11b686ec,happy year,positive
7e7bc11e45,willa forgot say official good morning like hear good morrning twittervi wille lol,positive
28dbada620,phew make note case anyone else runs issueï¿½,neutral
3e880ec28d,vote every day,negative
38271074d1,starving diet willing not eat,negative
ef12a3d183,talk,neutral
f0db54f5bf,soo bored deffo missing music channels,negative
e651d415c6,nite nite bday girl fun concert,positive
931a866d3f,nicotine replacement patch hours far good would sleep hours getting bit twitchy,neutral
7a718b23ef,sanderson twatter lately either not get replies unbend,neutral
a6fccce9db,sleeping lost voice couple day ago,negative
c017d0c221,//twitpic /xlm hate parked car gets hit,negative
287755c5dd,heard fall waiting,neutral
58c435d2cf,nightmares huggles,neutral
e6ee6826df,creeper feel disappointed bececause cyberstalking ski wills internet privacy,negative
01b2476dd7,going bed late headache,negative
e02cf4af4c,happy mother/s day moms,positive
2dc0dc0d5d,grabbing coffee making mom breakfast,neutral
1b13ed8b4b,thinking going fun tonight maybe changes ing,positive
b6b35af246,thanks major chop,neutral
375e74d063,haha know not handle fame thank,positive
4700be3234,got updated ipod,neutral
e5c6a6bb5a,yes sober hahaha tanghaling tapat dude haha wild not knoww plan plan,positive
4f84bea1cc,never miss icarly son huge crush miranda,positive
4c73ad2888,saw james carvi wille store today head really bald,neutral
2dcd8766a8,yellow //blip fm/~zg,neutral
234093bef1,means going back vancouver way hahah,neutral
ca832cad51,feeling smooth like chrome,positive
a8734230b6,traffic,negative
0b5c2a7d7c,downloading songs trying sneak lil homework main priority not songs lol,neutral
e70d294d95,not alone need coffee,neutral
f84b89a828,sounds like,neutral
ee37bea884,bad day day realize mess put happiest days life,neutral
242d92151a,walking class hate not bike especially mine,negative
f3a77c2b5e,nesmith,neutral
1d6411e9dd,failed inspection would know pass wo/oven not wo/anti tip bracket sold w/oven worse taxes,negative
151c10cc39,jonas brothers party rocking hard love song,positive
7b1927e748,happy mother/s day mothers world,positive
9a6f4d05d5,mins mins google wave demo looks lot fun would love test though //bit ly/wnmsc,positive
0cb4504f2c,sleepy tabz heading bed fun night listened next episode joss/d,positive
ae21c1ac38,exception short dude larenz fineass tate yum,neutral
8f3e73cf09,screw reviews thought wolverine awesome not enough dominic monaghan liking,positive
c7489a23fa,followe would recently please keep not followe would back hit amit hopefully free soon,positive
148ac38bea,yes work,neutral
641555ac70,hmm maybe meant eluded something brand new know media,neutral
4bda359cbb,done spa meeting vic late lunch,neutral
ed084a1fa7,happy monday going tavares today hope everyone blessed day,positive
1af124bc1c,always wanted,neutral
e98226e842,thx,neutral
85ec413e54,//twitpic /jaz cool luv,positive
7df7221145,need represent blackberries,positive
0ab8f9c4bc,okay dedicating tweet fact going apple store bececause huge crack glass screen,neutral
06cad97de6,could ever actually allowe would stay,neutral
37f6bd5ac5,let know turns,neutral
9bef0d7135,sass detect long not back sass haha,neutral
7436ec1a2c,yeah thinking ahaha,positive
cf10e9309a,sports bar shatranjanpoli rest sports bar andheri ignore whether helps google jai,neutral
ce69e99e71,not sleeping accepts appology,negative
6402e14398,wolverine boss seriously,negative
914c40995f,pain bring,neutral
258f37341e,okay back later,neutral
77ba0fee75,powerblog powerblog challenge keep talking newbie follower,neutral
96a4ce0d47,almost died laptop screen set brightness reinstalled windows vista got headache insanedefaults,positive
5bcc50c275,waiting tish get got dri moms crv pick duckie first ame,neutral
c5645758be,trying deci woulde movie friends not going lol bible study nite means day cake buy,negative
7e3c091fc2,going shower bececause not want smell school tomorrow,neutral
869bb56451,sigh know,neutral
09ad12cc5c,discovered cecause bug new netplayer build publishing bug fix hopefully new beta tomorrow,positive
251aa82551,free twitter tools get followers //short to/q //jijr /hulz //short to/r //ve org/xpg/,neutral
8e0a0ffbe1,got home work chugging big bottle apple juice,neutral
799f65f193,yes please not/ die cry normally leads small ani amals getting harmed,negative
d06582e26d,writing report cards soo tired amazing day check soon,positive
dbe1d16b29,big brother done,neutral
7809dd704a,good news finally finishe would easacti workout paused hours bad news resistance band torn,neutral
97334eb7c0,good morning wonderful day neighborhood thanks following another morning,positive
e1546f901a,ftsk mercy mercedes amazing tonight always,positive
2ece7f3810,hope,positive
ba309a37d1,not school done already hurts much seeing every day,positive
84ca20505a,waited listening wind blowing tumbleweed none old enough know someone says crackerack,neutral
de8c4c410d,yeah,neutral
e33d5ceea2,shirt dinner need ask actually wille,neutral
394881b7d0,know,neutral
52d8be9124,huh smelly noo love alex vixon,neutral
dabe649ee3,went party last night dindin showe would matching outfit great minds think alike anyway happy birthday ate lara,positive
2a5bb8d827,happy day woke woulde earth wishe bit late,positive
dbbbbe6059,thank teaching values better person day love much best mum world,positive
894e188d01,happy mothers day,positive
a91ca2ffae,laughs glad self confi wouldence wonderful trait applaud extra loud okay,positive
89d5b3f0b5,thanks,positive
fe0abe1754,twittering days,neutral
1b6380b1b3,getting ready week nice today stuck insi woulde working,positive
02c004bc2d,tres depressed,negative
b4d5f1e13e,felt like behaved like son ate pensate pigged home roasted sugar almonds painful tum threw sti feel sick,negative
80481307d5,happy mothers day people love mom lot sti,positive
05a0e60f99,sorry hear,negative
e3cc598980,awesome dude yay surprise celebrities got meet years ago soo friendly,positive
a2cf6cc397,makes happy hear girl talk tweet nba could nuggets love,positive
53e78f3f89,getting hang twitter,neutral
ba83f744d8,know neck jacked forced pay parking unbend head parallel park free spaces,negative
2dd0cddb70,want back //bit ly/ppwz,neutral
e3a1b65ef3,going miss roomie longer roomies starting tomorrow,negative
7ae37ef593,bathing two little angels keyla janice,neutral
73fa7068a2,yep finishe would chocked full spelling grammatical errors cleaning tomorrow popping hehe,negative
f5b15be6f6,hahahha lol true always remember never remember date even day,neutral
68bda81bb9,family hanging,neutral
59e77db781,watching ellen love dishe tanning gorgeous,positive
e3731b6ce8,goin hun worried,negative
b09362ee8e,not bannishe would work,negative
c4f9792d55,morning get see let know right going see wolverine,neutral
20d4300a14,red top tabloi woulds build knock,neutral
7b69f49c42,tonight party girls minus vita,positive
519a5d3be7,not made sad thought would jumping joy,neutral
aa97eca66f,ample,neutral
d3230b7cfd,pics uploaded baby pics cats missy adult pretty little kitty batty kitten heaven,neutral
294df18b9f,saw play amazing,positive
e5e2d9d1f3,glad break twitter virginity two,positive
b7a9ba95d0,dinner fam missed,negative
6943d0f480,want better bound bad eggs though soon learn,neutral
9e047ed52a,yeah kellynn got twitter finally,neutral
a54d3c2825,know worth shot though,positive
5b578d0b4c,opened facebook account little confused not really get twitter seems much better,positive
c4ab28566e,ship stuck,negative
162a2510d2,dustbin baby not wait,positive
c25871ec9e,not going dwe happened passed shame supporti life,negative
ddd4dd7be4,looks like office get mlb network looks like mlbn not televising det/bal game today wieters,neutral
d2af698d65,home empty handed ics found today shall indulge cupcakes magnolia bakery,neutral
1594011c6d,laying bed til workk life definitely pinche would nerve,negative
bb61a7094b,today busy day exhausting,negative
454ea2153b,going sunday got much going weekend,neutral
b5dd587dd2,sorry hear flight got cancelled blows,negative
e5160216a5,ohh tooth hurts ohh sad hurts,negative
ea3320d696,get distracted would like thank new followers taking trouble follow others feelin love,positive
5680a0b488,think wills haii finishe would paying mine broke,negative
ed6c2e4824,not sure not say big jst saw pics last bday looked pretty miss,neutral
a8f2acd515,sore throat planning tet outing marwe though good ames,neutral
e9f7f78cfa,mcfly gig last nightt omg amazin not sit whole thing mcfly would see best mate tutus,positive
4c71b5fb91,days without sleep migraine thought life postr meant relaxing,negative
be8544ffb1,,neutral
0404648e1c,sucks,negative
e136c0f2af,sway sway winner announced,neutral
032e865dc7,check,neutral
d723ea3299,pretty woulde awake,positive
3d208b8e59,want wake early get coffee tomorrow today going busyy day keep writing boo whoo,neutral
f1f5e8edfa,miss daddy mommy,negative
51f4502988,dog officially depressed brother/s dogs gone not want outsi woulde would play half heartedly,negative
728c29215f,realized not forward text msgs iphone,neutral
c9091836ce,frist post find new car pare nots exciting,positive
9668542b2a,argh noo missed willers wossy sucks missed brandon total failure anyone know repeated must investigate,negative
cd5d081760,seriously bored without anyone talk not tired enough sleep,negative
061eb4c0de,lost please help find good home,negative
c20cb786c4,peter gordon morning pieces wannahi woulde pieces almost die ever //blip fm/~yk,neutral
7733e8541a,got bit bad back lifting drum hardware car downer,negative
58eda20efc,lmao smh threw,neutral
2f5c77dfb3,nice going,positive
4646623c1d,getting ready work working weekend,neutral
a97db072ed,gon celebrate mothers day family gon start partying tonite,positive
f3117413cc,agree,positive
59cb0c3a14,puters hopeless everything else,negative
322b61740c,degrees gross skies thunderstorms perfect match mood lol,positive
7179c215a7,aww thanks,positive
1f581d48bc,sorry,negative
c42982a22d,saw amazing heels big,neutral
9191e574bb,stuck finger throat bunch bumps tongue throat,negative
f4e428e4b3,dang last url went //blip fm/~aigm,negative
1ee0b44db0,ohoh missed tweets gon stay awake night see announcement ame difference,negative
4095d52d2d,damnit sucks ones thought would drag back lol,negative
4491189459,boss moving nyc,neutral
e8be898842,soo crazy fever,negative
9b388b2cd9,spending saturday morning taking notes research essay bececause stupi would recalled book not fair,negative
3d1238a2f0,think need new friends,neutral
98ff5a440e,looking forward gig ireland see,neutral
b94aaf845e,please review sunehre placement //tinyurl /oowmk,positive
95d0ad2e17,aww loove,positive
b8e58e1a21,hungry twitter want food,neutral
39923bb286,awesome lucky,positive
b751f39570,yea know tell everything send direct messages telling haha,neutral
c1b915d1d5,haha jewish love,positive
f38f53fbde,great ame beer garden wit boyos think sun got bit though feel bit,neutral
c2a17084e9,l/m days matt fun weekend,negative
3848e03ac5,really forget maybe right lol btw phone think told might app,neutral
356ad29589,feel pain mine way,negative
3696d1db81,home two days,neutral
81e6c0ac2d,sadly not,negative
12cfc10225,not wait see boy tomorrow,positive
9f51c335d0,ehh check dentist app next week though getting molar pulled/root canal,neutral
81e29d1a0b,aww miss driving elmwood,negative
3773846bc3,omg wango tango awsome love baby taking,positive
6f3818a39e,version interacti trans siberian ticket planner launche would //tinyurl /cljwm cool,positive
2e6ee964a4,really wish could,positive
759b899f29,yeah real hard know get smile,neutral
12da1098a2,december not good next big birthday flys sure,negative
38e44e0f32,made night way funny,positive
b534d768ca,woo cavs happy mother/s day,positive
c422db675c,make face get home mom watching soaps,neutral
a34bf825fc,work,neutral
dbc45af041,disbelieve went got boba without,neutral
018c0cf1f9,today,neutral
7e820f005a,thanks warm wele not make plans bececause arrival ame air,positive
e839d6a472,days counting,neutral
a210eda5c9,sorry friends swamped deadlines right family visiting boot charades,negative
47990d2312,brainfreeze,neutral
340600d483,discovered shorting gravity twitpic integrated add pic url character amit,neutral
5fcf7bd80c,sunburn peeling,negative
9e964bdfda,perky purple nail polish not perky chipped,neutral
3d635198c2,//twitpic /sx put camera smokers pit longer vandalize door without caught,neutral
bba9d463f4,laying alone since mook/s soo f/n play pen thought first not cuddle,negative
54a62c239a,hate dentist,negative
ebc8565a98,nothing amed joining sorry,negative
cf888f0df3,taking twitter break cell dying,negative
0456aab9bb,qood morninq,neutral
85b2dbf969,writing english original writing storyy listening little respect/ erasure aah,neutral
30dd327860,needs followers,neutral
4c8d61cfd0,wish could get nails done stupi would job,negative
ef200df027,little wormy labyrinth sadly passed away today sti around happy ghost form aww //twitpic /ai,neutral
bd0fa6cebd,pants wouldea could new attempt world woulde attract business back airlines,neutral
2c80b2043e,good,positive
1ecbc820d1,yep infact popular miss india talented film actress lot,positive
02e569bee0,dosen/t want work tomorrow,negative
f6f3b8b7a4,daniel won dsds voice great,positive
41f4eb92b9,wish birthday massacre would australia think sai would thinking tho //tinyurl /plfch,neutral
7a341d71fe,hoping red lobster weekend,neutral
0ddd346323,atl mean jack barakat/s wow ever gone house hehe mean ssoo lucky address,positive
38a6cb940a,sure hope bees afternoon,positive
a0f446e1bf,means famous congrats,positive
db0db7f325,phone passed away yesterday jumped table searching new phone,negative
123fa2ef14,fantastic friends including several ones met thanks life amazing people,positive
8ebbcfcfd1,tamlyn wishe cool sock draw,positive
47c5298bb9,rice crusty bread chili aaww,neutral
38c25280f1,like minds evening dear,neutral
f83634c7f2,save packing please,neutral
301f7824f5,yes love tea makes typically english,positive
715e081e22,mouth sure,positive
5459ddc56e,decde finally hour history went highschool make homework friend,neutral
e8f99c2de0,pancakes lemon sugar thanks,positive
b53d8f2b09,bueno guess not entertain,negative
71dddc0dff,hunrgy right ise heels hardly walk,negative
ca57a8830c,electronic keys stopped working keyhole not get car much technology,negative
0f0a1d8c75,yay three followers good know person big woulde world likes fishies,positive
187745f502,name tony not hey poor tony,negative
a78ef3e0d0,goodmorning,positive
5010f92b03,took shift tomorrow not really feel like working right,negative
1a88179ebb,love mine happy motherï¿½s day mom john taylor much love,positive
625feab260,saw black snake garden went back picture gone,neutral
45b0430eb9,//twitpic /wukt bought ludi rug dogs best,positive
86462cc997,waterfront anymore faccia luna clarendon,negative
b499204c32,loves mum much happy mothers day wonderful mothers,positive
60d0bb5840,slipped caught flu feeling like poop,negative
a52203dd88,urge play wow wait weeks til dads +days til mcfly excited,positive
e8770f1c78,passengers ali dead ignore til end cry,negative
4016e4cf72,discovered sharing reader not even know sigh reader newb,neutral
4dc7327dd8,chi willed tonite keep_down venom write funny seems like ise styles,neutral
f5c5fbc40b,please pray lord knows need,neutral
124e448e00,aaw want usa,neutral
641db1b766,morning tweeple,positive
7286b251ca,hey not get,neutral
4a704b77f2,hours sleep rest need,positive
d046aa63bc,makes day much better rough would mention love new photo,neutral
8a4740ee53,not want sit home prom night someone hang,negative
d66f920dbd,heading home foot surgery wishing boyfriend cuddle,positive
64f91449b7,concert tonight chackin not ing tomorrow,neutral
53dc5649da,happened thought ing back today,neutral
f2f7763cfd,lol dammit next ame,negative
2abfe0decb,lol never forget,positive
7a7228dc2e,sti jealous,negative
754ebd84b4,//twitpic /qv forever ethan could not,negative
fba4c01756,sad not giving first not nothing,negative
0888304834,week mine not easy finally,negative
88d8e96213,wow beautiful picture way straight wanted let know bella,positive
38b762e325,arch drawing checking mvcc/s cad degree looks good,positive
94e82d1574,people pencils sharp not sharpened pencil philosophy,neutral
c10f52f160,home usually /mr positi have/ daze mins tomorrow,neutral
7e66ca1a42,always lee let paris,neutral
697887b4a1,know want keep pany whilst mum/s friends night nice evening,positive
1a1c392802,cooking dad lots fun kitchen together,positive
95b9338e05,bouncing rush makes feel nauseous,negative
b0b24ed515,woolsery morning hopefully see north molton clinch north devon league title lovely day,positive
d31f708485,playing singstar without fave duetter,negative
200f31449b,missing cereal nut think like every kind available,positive
3aae3dab5c,weird drawing,negative
8415e9b138,woke mums singing new gn/r replacement bought bececause good daughter,positive
7a4a97fba9,birds man not cool wake yet night,negative
e3a441b9eb,miles radio alwas helps,positive
32ffcb07c4,street fighter ski wills lacking not beat seth easy,negative
0ef15a1349,fil cool people like,positive
2a98bd4240,good morning work espn/s sunday night baseball hopefully not get rained,positive
13dcb0f346,think honeymoon good life either honey moon joseph arthur,neutral
3c8e8d1940,son got stung bug first ame little finger slightly swollen,negative
a33b610db4,hours ago came realised went buy something online,neutral
1f42d08f3e,referring lil exchange regards twitter archi postings,neutral
02e6423e39,bumping opus drunk car lmao refrain like ignore,negative
9c2b1313af,kiss feet people kick anything want morning everyone hope best day ever,positive
51c2d21362,here/s brief preview //bit ly/ehcfp omg james creepy role scared,negative
16370c0a2e,missing crab legs attending going away instead,negative
edeeaa9756,hicks mean,negative
feec8aa27b,gettn ready take trip jersey dad/s not good needs new heart~whoeva see/s please say prayer dad,negative
8542ba9b94,back soon need run shops cut grass,neutral
6912e77231,plan transform bedroom today random,neutral
e6c988afb8,home tomorrow would running spinning ame chiropractor laundry shopping visiting family missing nathan,negative
9652c18d7d,another sponsor,neutral
df9882c24d,going stuck office without windows,negative
22a8a4639e,glad make proud,negative
ee9df322d1,sorry try keep,negative
d9107173c4,home alone,neutral
7082999a93,according quarter families six poverty,negative
cf29e364fe,plan not spend money not going,negative
ea567e664a,uploading bamboozle pictures facebook,neutral
912bbdea65,congratulations guys finish month early boo,positive
060d8bb5d5,actually wish back tahoe miss,negative
a07b1d9eea,woke wannastay bed,neutral
18f60b8879,bday june wack ihave not seen promotions bday party someone better finagle asap,negative
6abd11b766,would great vips acts would enjoy seeing noo,neutral
faaf5f743d,marie wish could make hate mute someti ames,neutral
7311789bcc,workin long day today hopefully make good tips,positive
726e099885,went quick not chance lol,negative
56d742e6bc,hates headache maybe unready rock,negative
65ffd159b2,thanks support,positive
0b64c5977e,really androi would twitter app tweetie/s calibre,neutral
151bba80ca,good day driving mountains visiting katie eating chips fudge stocking lovely smelling soaps,positive
0ec5989a18,nyappy mother/s day mom/s,positive
2f3ff51870,yeah gon take picture ipod baby,neutral
c2fc42a9ff,traumatizing moment childhood dogs massacred baby bunnies brother got gun,negative
09c0bef389,lol wish way microsize everything lol,neutral
72cfb17265,organization itil forget people fail preaching converted people //tr am/kwua,negative
cbbe4f2dd4,libertine glad enjoyed,positive
9856eea986,dinner evening playing cards already packed ready head home tomorrow home,neutral
4f6c17bae7,allergic cats tonsils get swollen hurt doo,negative
fa1385e537,says feels mama tucking night lonely getting tomorrow tough,negative
b41f647910,miss alot day,negative
74e92f4188,sounds like great night glad successful,positive
4e6eb888c1,thanks sharing,positive
315d2392c9,say mlia instead fml hope find soon,positive
1baeebaf86,garden going almost corn peas onions beets yet though,positive
216e541532,nah jkin hot bored,neutral
f383ad9856,ahh sqeaky clean fresh even though wearing dirty clothe love two half men amazing,positive
2461db68e0,yes read many ames,neutral
9ec17fe80c,cuz play grown twitter,neutral
034f2e2104,living ignorance,negative
f09816a243,nope telling want cameo creams,neutral
6a9023f1af,aww gon miss,negative
afca91dc92,quite like worthing relaxing place nice coffee shops fresh air few oiks,positive
cdcaac066e,terrible haha new fact could not cost part kind spock,neutral
edde759bde,today lovely day fun evening,positive
